Well_Num,region_name,trend_line_slope,trend_line_int,state,category,period,month,time_scale
328,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
265,West Coast,-0.1367,6.0467,Increasing,Stable or Increasing,Monthly,Jan,20 Years
185,Thompson / Okanagan,0.005,4.6178,Stable,Stable or Increasing,Monthly,Jan,20 Years
240,West Coast,0.0201,3.5155,Stable,Stable or Increasing,Monthly,Jan,20 Years
232,West Coast,-0.0556,4.5406,Stable,Stable or Increasing,Monthly,Jan,20 Years
180,Thompson / Okanagan,-0.1209,10.4749,Increasing,Stable or Increasing,Monthly,Jan,20 Years
397,West Coast,-0.6717,43.9136,Stable,Stable or Increasing,Monthly,Jan,20 Years
203,Thompson / Okanagan,2e-4,24.2419,Stable,Stable or Increasing,Monthly,Jan,20 Years
204,West Coast,-0.0245,1.7244,Stable,Stable or Increasing,Monthly,Jan,20 Years
211,West Coast,-0.0287,2.7309,Stable,Stable or Increasing,Monthly,Jan,20 Years
338,West Coast,-0.031,31.7889,Stable,Stable or Increasing,Monthly,Jan,20 Years
446,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
310,West Coast,-0.0062,8.1167,Stable,Stable or Increasing,Monthly,Jan,20 Years
197,West Coast,0.0498,4.3012,Moderate Rate of Decline,Moderate Rate of Decline,Monthly,Jan,20 Years
344,Thompson / Okanagan,0.0305,2.9036,Moderate Rate of Decline,Moderate Rate of Decline,Monthly,Jan,20 Years
346,Thompson / Okanagan,0.0928,1.4199,Moderate Rate of Decline,Moderate Rate of Decline,Monthly,Jan,20 Years
320,West Coast,-0.014,23.838,Stable,Stable or Increasing,Monthly,Jan,20 Years
236,Thompson / Okanagan,-0.082,24.7795,Stable,Stable or Increasing,Monthly,Jan,20 Years
255,South Coast,-0.0147,2.1147,Stable,Stable or Increasing,Monthly,Jan,20 Years
303,West Coast,-0.0647,23.8325,Stable,Stable or Increasing,Monthly,Jan,20 Years
408,South Coast,-0.0021,21.8051,Stable,Stable or Increasing,Monthly,Jan,20 Years
262,Thompson / Okanagan,-0.0713,57.7906,Stable,Stable or Increasing,Monthly,Jan,20 Years
258,West Coast,-0.1099,7.4823,Stable,Stable or Increasing,Monthly,Jan,20 Years
260,Cariboo,-0.0272,64.3207,Stable,Stable or Increasing,Monthly,Jan,20 Years
259,South Coast,0.003,1.0835,Stable,Stable or Increasing,Monthly,Jan,20 Years
275,South Coast,-0.0341,5.3628,Stable,Stable or Increasing,Monthly,Jan,20 Years
261,Cariboo,-0.2697,29.2811,Stable,Stable or Increasing,Monthly,Jan,20 Years
380,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
321,West Coast,0.1251,8.3633,Stable,Stable or Increasing,Monthly,Jan,20 Years
290,West Coast,0.0069,0.2457,Stable,Stable or Increasing,Monthly,Jan,20 Years
272,South Coast,0.0251,4.404,Stable,Stable or Increasing,Monthly,Jan,20 Years
047,Thompson / Okanagan,0.023,7.1043,Stable,Stable or Increasing,Monthly,Jan,20 Years
376,Cariboo,-0.1252,6.8416,Increasing,Stable or Increasing,Monthly,Jan,20 Years
399,Thompson / Okanagan,-0.0186,2.2719,Stable,Stable or Increasing,Monthly,Jan,20 Years
282,Thompson / Okanagan,-0.1643,12.1221,Stable,Stable or Increasing,Monthly,Jan,20 Years
284,West Coast,0.0108,0.2418,Stable,Stable or Increasing,Monthly,Jan,20 Years
283,West Coast,0.0048,4.3159,Stable,Stable or Increasing,Monthly,Jan,20 Years
286,Northeast,0.1067,11.9019,Stable,Stable or Increasing,Monthly,Jan,20 Years
289,Cariboo,-0.0323,9.7023,Stable,Stable or Increasing,Monthly,Jan,20 Years
287,West Coast,0.185,3.6173,Large Rate of Decline,Large Rate of Decline,Monthly,Jan,20 Years
288,West Coast,0.0996,11.4871,Moderate Rate of Decline,Moderate Rate of Decline,Monthly,Jan,20 Years
305,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
291,Kootenay / Boundary,0.0361,10.0341,Stable,Stable or Increasing,Monthly,Jan,20 Years
292,South Coast,-0.0143,9.9039,Stable,Stable or Increasing,Monthly,Jan,20 Years
293,Omineca,-0.0336,9.3796,Stable,Stable or Increasing,Monthly,Jan,20 Years
294,Thompson / Okanagan,0.0038,9.1702,Stable,Stable or Increasing,Monthly,Jan,20 Years
343,West Coast,0.0383,4.3719,Stable,Stable or Increasing,Monthly,Jan,20 Years
296,Thompson / Okanagan,-0.0051,4.386,Stable,Stable or Increasing,Monthly,Jan,20 Years
297,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
302,Thompson / Okanagan,-0.0165,8.6368,Stable,Stable or Increasing,Monthly,Jan,20 Years
304,West Coast,-0.4153,11.3575,Stable,Stable or Increasing,Monthly,Jan,20 Years
301,South Coast,0.0163,16.3819,Stable,Stable or Increasing,Monthly,Jan,20 Years
306,Kootenay / Boundary,-0.0074,5.7387,Stable,Stable or Increasing,Monthly,Jan,20 Years
333,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
313,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
309,Kootenay / Boundary,-0.0183,24.501,Stable,Stable or Increasing,Monthly,Jan,20 Years
311,Thompson / Okanagan,-0.1462,19.5444,Increasing,Stable or Increasing,Monthly,Jan,20 Years
319,West Coast,-0.0527,15.2684,Increasing,Stable or Increasing,Monthly,Jan,20 Years
312,West Coast,0.0081,3.0036,Stable,Stable or Increasing,Monthly,Jan,20 Years
318,West Coast,-0.0621,3.9465,Stable,Stable or Increasing,Monthly,Jan,20 Years
314,West Coast,-0.0494,6.4171,Stable,Stable or Increasing,Monthly,Jan,20 Years
494,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
341,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
329,West Coast,0.0258,3.9122,Stable,Stable or Increasing,Monthly,Jan,20 Years
281,West Coast,-0.0072,5.6691,Stable,Stable or Increasing,Monthly,Jan,20 Years
264,Thompson / Okanagan,0.1322,29.6118,Large Rate of Decline,Large Rate of Decline,Monthly,Jan,20 Years
268,West Coast,0.0049,-0.561,Stable,Stable or Increasing,Monthly,Jan,20 Years
332,Thompson / Okanagan,-0.0104,18.178,Stable,Stable or Increasing,Monthly,Jan,20 Years
447,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
334,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
337,West Coast,-0.7393,20.4025,Increasing,Stable or Increasing,Monthly,Jan,20 Years
340,West Coast,0.0957,20.899,Moderate Rate of Decline,Moderate Rate of Decline,Monthly,Jan,20 Years
335,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
394,West Coast,-0.0465,11.7674,Stable,Stable or Increasing,Monthly,Jan,20 Years
396,West Coast,-0.0907,1.4763,Stable,Stable or Increasing,Monthly,Jan,20 Years
342,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
345,West Coast,0.0978,49.3296,Moderate Rate of Decline,Moderate Rate of Decline,Monthly,Jan,20 Years
347,Cariboo,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
348,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
422,Thompson / Okanagan,-0.0846,10.1066,Stable,Stable or Increasing,Monthly,Jan,20 Years
349,South Coast,0.0175,1.9769,Stable,Stable or Increasing,Monthly,Jan,20 Years
351,West Coast,-0.0224,8.9284,Stable,Stable or Increasing,Monthly,Jan,20 Years
356,Thompson / Okanagan,-0.0837,8.4288,Stable,Stable or Increasing,Monthly,Jan,20 Years
355,West Coast,-0.0508,3.7833,Stable,Stable or Increasing,Monthly,Jan,20 Years
372,West Coast,-0.276,55.5531,Stable,Stable or Increasing,Monthly,Jan,20 Years
368,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
369,West Coast,0.0029,0.8702,Stable,Stable or Increasing,Monthly,Jan,20 Years
371,West Coast,-0.0217,4.2273,Stable,Stable or Increasing,Monthly,Jan,20 Years
359,South Coast,0.2198,27.0511,Large Rate of Decline,Large Rate of Decline,Monthly,Jan,20 Years
357,South Coast,-0.0104,9.7796,Stable,Stable or Increasing,Monthly,Jan,20 Years
354,South Coast,-0.0456,12.4507,Stable,Stable or Increasing,Monthly,Jan,20 Years
353,South Coast,-0.0089,4.0154,Stable,Stable or Increasing,Monthly,Jan,20 Years
352,South Coast,0.0165,2.5847,Stable,Stable or Increasing,Monthly,Jan,20 Years
361,South Coast,-0.2211,8.7765,Increasing,Stable or Increasing,Monthly,Jan,20 Years
362,Kootenay / Boundary,0.0025,3.2162,Stable,Stable or Increasing,Monthly,Jan,20 Years
363,Kootenay / Boundary,0.0139,8.5098,Stable,Stable or Increasing,Monthly,Jan,20 Years
364,Cariboo,-0.0209,53.8232,Stable,Stable or Increasing,Monthly,Jan,20 Years
360,South Coast,-0.0201,3.9709,Stable,Stable or Increasing,Monthly,Jan,20 Years
388,West Coast,0.6387,4.199,Large Rate of Decline,Large Rate of Decline,Monthly,Jan,20 Years
373,West Coast,-0.0165,0.6549,Stable,Stable or Increasing,Monthly,Jan,20 Years
375,Thompson / Okanagan,-0.0197,7.9343,Stable,Stable or Increasing,Monthly,Jan,20 Years
365,Thompson / Okanagan,-0,6.5582,Stable,Stable or Increasing,Monthly,Jan,20 Years
366,Thompson / Okanagan,-0.4634,7.777,Stable,Stable or Increasing,Monthly,Jan,20 Years
378,Omineca,-0.0015,34.4398,Stable,Stable or Increasing,Monthly,Jan,20 Years
374,Cariboo,-0.0669,38.6929,Stable,Stable or Increasing,Monthly,Jan,20 Years
381,Thompson / Okanagan,-0.0473,6.1241,Stable,Stable or Increasing,Monthly,Jan,20 Years
464,Thompson / Okanagan,-0.0921,5.9055,Increasing,Stable or Increasing,Monthly,Jan,20 Years
383,West Coast,0.0453,49.0198,Stable,Stable or Increasing,Monthly,Jan,20 Years
384,Thompson / Okanagan,0.0204,80.2987,Stable,Stable or Increasing,Monthly,Jan,20 Years
377,Skeena,0.0218,24.8725,Stable,Stable or Increasing,Monthly,Jan,20 Years
395,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
387,Thompson / Okanagan,-0.0361,5.9399,Stable,Stable or Increasing,Monthly,Jan,20 Years
385,West Coast,-0.0397,12.4495,Stable,Stable or Increasing,Monthly,Jan,20 Years
386,Skeena,0.0145,1.2595,Stable,Stable or Increasing,Monthly,Jan,20 Years
401,Thompson / Okanagan,-0.0042,4.782,Stable,Stable or Increasing,Monthly,Jan,20 Years
402,Thompson / Okanagan,0.1309,11.6439,Large Rate of Decline,Large Rate of Decline,Monthly,Jan,20 Years
406,South Coast,0.0048,2.3886,Stable,Stable or Increasing,Monthly,Jan,20 Years
389,West Coast,-0.0495,2.6201,Stable,Stable or Increasing,Monthly,Jan,20 Years
392,West Coast,-0.1072,24.8795,Increasing,Stable or Increasing,Monthly,Jan,20 Years
393,West Coast,-0.0253,8.4645,Stable,Stable or Increasing,Monthly,Jan,20 Years
391,West Coast,0.0599,37.329,Stable,Stable or Increasing,Monthly,Jan,20 Years
405,Thompson / Okanagan,0.0743,17.6962,Stable,Stable or Increasing,Monthly,Jan,20 Years
407,Thompson / Okanagan,-0.008,11.678,Stable,Stable or Increasing,Monthly,Jan,20 Years
404,Thompson / Okanagan,-7e-4,23.1047,Stable,Stable or Increasing,Monthly,Jan,20 Years
403,Thompson / Okanagan,0.0072,37.8886,Stable,Stable or Increasing,Monthly,Jan,20 Years
390,West Coast,-0.1432,30.0358,Increasing,Stable or Increasing,Monthly,Jan,20 Years
416,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
417,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
418,Northeast,0.0305,59.8133,Stable,Stable or Increasing,Monthly,Jan,20 Years
420,Northeast,-0.0201,34.382,Stable,Stable or Increasing,Monthly,Jan,20 Years
409,Thompson / Okanagan,0.0405,12.1048,Stable,Stable or Increasing,Monthly,Jan,20 Years
414,South Coast,0.1443,32.5537,Large Rate of Decline,Large Rate of Decline,Monthly,Jan,20 Years
415,South Coast,0.2356,39.9443,Large Rate of Decline,Large Rate of Decline,Monthly,Jan,20 Years
474,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
423,Thompson / Okanagan,-0.0197,5.3529,Stable,Stable or Increasing,Monthly,Jan,20 Years
400,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
411,Thompson / Okanagan,-0.5454,7.6889,Increasing,Stable or Increasing,Monthly,Jan,20 Years
410,Thompson / Okanagan,-0.0134,4.7437,Stable,Stable or Increasing,Monthly,Jan,20 Years
412,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
445,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
398,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
424,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
442,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
413,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
448,South Coast,-0.0592,2.416,Stable,Stable or Increasing,Monthly,Jan,20 Years
449,South Coast,-0.0491,4.6255,Stable,Stable or Increasing,Monthly,Jan,20 Years
425,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
426,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
427,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
428,West Coast,-0.0245,43.9185,Stable,Stable or Increasing,Monthly,Jan,20 Years
429,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
430,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
431,West Coast,-0.0849,19.4676,Stable,Stable or Increasing,Monthly,Jan,20 Years
432,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
433,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
434,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
435,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
450,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
451,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
438,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
452,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
453,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
454,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
436,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
437,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
456,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
457,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
458,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
455,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
439,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
441,South Coast,0.1895,14.1999,Stable,Stable or Increasing,Monthly,Jan,20 Years
460,South Coast,-0.0715,83.9358,Stable,Stable or Increasing,Monthly,Jan,20 Years
461,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
440,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
459,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
463,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
471,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
443,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
469,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
470,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
462,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
473,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
480,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
468,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
467,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
477,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
475,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
476,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
478,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
483,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
485,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
486,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
479,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
444,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
489,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
488,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
490,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
482,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
481,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
493,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
487,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
491,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
492,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
495,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
497,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
499,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
498,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
502,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
501,Skeena,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
506,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
509,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
496,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
512,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
510,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
508,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Jan,20 Years
071,West Coast,-0.0262,6.1336,Stable,Stable or Increasing,Monthly,Feb,20 Years
228,West Coast,4e-4,4.2433,Stable,Stable or Increasing,Monthly,Feb,20 Years
316,West Coast,-0.0183,0.5656,Stable,Stable or Increasing,Monthly,Feb,20 Years
172,Thompson / Okanagan,-0.0815,16.699,Stable,Stable or Increasing,Monthly,Feb,20 Years
295,West Coast,0.0337,7.4046,Stable,Stable or Increasing,Monthly,Feb,20 Years
327,West Coast,-0.2369,7.0157,Stable,Stable or Increasing,Monthly,Feb,20 Years
217,Kootenay / Boundary,-0.0154,3.5591,Stable,Stable or Increasing,Monthly,Feb,20 Years
045,Thompson / Okanagan,-0.0411,9.8921,Stable,Stable or Increasing,Monthly,Feb,20 Years
074,Kootenay / Boundary,-0.022,27.8289,Stable,Stable or Increasing,Monthly,Feb,20 Years
058,West Coast,-0.0357,8.2613,Increasing,Stable or Increasing,Monthly,Feb,20 Years
060,West Coast,-0.0332,9.7801,Increasing,Stable or Increasing,Monthly,Feb,20 Years
075,Thompson / Okanagan,-0.0317,3.026,Increasing,Stable or Increasing,Monthly,Feb,20 Years
080,Cariboo,-0.0502,5.2133,Increasing,Stable or Increasing,Monthly,Feb,20 Years
035,Thompson / Okanagan,-0.1282,5.2139,Increasing,Stable or Increasing,Monthly,Feb,20 Years
081,Cariboo,-0.0593,5.82,Increasing,Stable or Increasing,Monthly,Feb,20 Years
125,West Coast,-0.0048,0.2806,Stable,Stable or Increasing,Monthly,Feb,20 Years
082,Cariboo,-0.0255,9.398,Stable,Stable or Increasing,Monthly,Feb,20 Years
084,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Feb,20 Years
088,Cariboo,-0.1459,17.5665,Increasing,Stable or Increasing,Monthly,Feb,20 Years
233,West Coast,-0.1045,30.937,Increasing,Stable or Increasing,Monthly,Feb,20 Years
089,Skeena,-0.0054,32.1183,Stable,Stable or Increasing,Monthly,Feb,20 Years
061,West Coast,-7e-4,7.12,Stable,Stable or Increasing,Monthly,Feb,20 Years
096,Thompson / Okanagan,-0.0064,4.3219,Stable,Stable or Increasing,Monthly,Feb,20 Years
154,Thompson / Okanagan,-0.0064,4.6446,Stable,Stable or Increasing,Monthly,Feb,20 Years
152,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Feb,20 Years
484,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Feb,20 Years
299,South Coast,0,1.9564,Stable,Stable or Increasing,Monthly,Feb,20 Years
115,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Feb,20 Years
117,Thompson / Okanagan,-0.0014,16.4938,Stable,Stable or Increasing,Monthly,Feb,20 Years
118,Thompson / Okanagan,0.0064,14.607,Stable,Stable or Increasing,Monthly,Feb,20 Years
122,Thompson / Okanagan,-0.0577,1.4793,Stable,Stable or Increasing,Monthly,Feb,20 Years
015,South Coast,-0.1804,11.191,Increasing,Stable or Increasing,Monthly,Feb,20 Years
128,West Coast,-0.0088,0.5906,Stable,Stable or Increasing,Monthly,Feb,20 Years
124,Northeast,-0.0039,19.1655,Stable,Stable or Increasing,Monthly,Feb,20 Years
326,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Feb,20 Years
065,West Coast,-0.0107,1.602,Stable,Stable or Increasing,Monthly,Feb,20 Years
008,South Coast,-0.048,18.7487,Stable,Stable or Increasing,Monthly,Feb,20 Years
196,West Coast,0.0019,0.8923,Stable,Stable or Increasing,Monthly,Feb,20 Years
002,South Coast,-0.0637,12.054,Stable,Stable or Increasing,Monthly,Feb,20 Years
200,Skeena,0.038,23.335,Stable,Stable or Increasing,Monthly,Feb,20 Years
201,West Coast,-6e-4,6.1538,Stable,Stable or Increasing,Monthly,Feb,20 Years
328,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Feb,20 Years
265,West Coast,-0.049,4.7296,Increasing,Stable or Increasing,Monthly,Feb,20 Years
185,Thompson / Okanagan,0.0017,4.6397,Stable,Stable or Increasing,Monthly,Feb,20 Years
240,West Coast,0.0044,4.3354,Stable,Stable or Increasing,Monthly,Feb,20 Years
232,West Coast,-0.0803,4.5751,Stable,Stable or Increasing,Monthly,Feb,20 Years
180,Thompson / Okanagan,-0.129,10.6913,Increasing,Stable or Increasing,Monthly,Feb,20 Years
397,West Coast,-0.7509,44.2523,Increasing,Stable or Increasing,Monthly,Feb,20 Years
203,Thompson / Okanagan,-0.0347,24.6478,Stable,Stable or Increasing,Monthly,Feb,20 Years
204,West Coast,-0.0079,1.927,Stable,Stable or Increasing,Monthly,Feb,20 Years
211,West Coast,-0.0313,2.9883,Stable,Stable or Increasing,Monthly,Feb,20 Years
338,West Coast,-0.0248,31.5064,Stable,Stable or Increasing,Monthly,Feb,20 Years
446,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Feb,20 Years
310,West Coast,0.0016,7.1275,Stable,Stable or Increasing,Monthly,Feb,20 Years
197,West Coast,0.0506,4.4504,Stable,Stable or Increasing,Monthly,Feb,20 Years
344,Thompson / Okanagan,0.0333,2.9022,Moderate Rate of Decline,Moderate Rate of Decline,Monthly,Feb,20 Years
346,Thompson / Okanagan,0.0766,1.4809,Stable,Stable or Increasing,Monthly,Feb,20 Years
320,West Coast,-0.0262,23.7997,Stable,Stable or Increasing,Monthly,Feb,20 Years
236,Thompson / Okanagan,-0.0693,24.0184,Stable,Stable or Increasing,Monthly,Feb,20 Years
255,South Coast,-0.0047,2.2809,Stable,Stable or Increasing,Monthly,Feb,20 Years
303,West Coast,-0.1413,24.3953,Increasing,Stable or Increasing,Monthly,Feb,20 Years
408,South Coast,0.0088,21.804,Stable,Stable or Increasing,Monthly,Feb,20 Years
262,Thompson / Okanagan,-0.1255,57.8254,Stable,Stable or Increasing,Monthly,Feb,20 Years
258,West Coast,-0.0597,8.3176,Stable,Stable or Increasing,Monthly,Feb,20 Years
260,Cariboo,-0.032,64.3874,Increasing,Stable or Increasing,Monthly,Feb,20 Years
259,South Coast,-9e-4,1.0086,Stable,Stable or Increasing,Monthly,Feb,20 Years
275,South Coast,-0.0382,4.7673,Stable,Stable or Increasing,Monthly,Feb,20 Years
261,Cariboo,-0.2657,29.421,Stable,Stable or Increasing,Monthly,Feb,20 Years
380,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Feb,20 Years
321,West Coast,0.1241,8.3229,Stable,Stable or Increasing,Monthly,Feb,20 Years
290,West Coast,0.018,0.2122,Stable,Stable or Increasing,Monthly,Feb,20 Years
272,South Coast,0,4.6364,Stable,Stable or Increasing,Monthly,Feb,20 Years
047,Thompson / Okanagan,-0.0238,7.7887,Stable,Stable or Increasing,Monthly,Feb,20 Years
376,Cariboo,-0.1441,7.0639,Increasing,Stable or Increasing,Monthly,Feb,20 Years
399,Thompson / Okanagan,-0.0431,2.3391,Stable,Stable or Increasing,Monthly,Feb,20 Years
282,Thompson / Okanagan,-0.2501,12.5217,Stable,Stable or Increasing,Monthly,Feb,20 Years
